"Data file recorded 2020/12/5  19:18:21"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
  0.000,  0.131,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.870,  0.000,  1.000,  2.000,-998.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  1.000,  0.237,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.850,  0.000,  2.000,  3.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  2.000,  0.348,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.900,  0.000,  1.000,  0.000,-997.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  3.000,  0.434,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.850,  0.000,  1.000,  2.000,-999.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  4.000,  0.535,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.790,  0.000,  2.000,  2.000,-999.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  5.000,  0.675,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.840,  0.000,  0.000,  2.000,-1001.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  6.000,  0.740,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.870,  0.000,  2.000,  0.000,-998.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  7.000,  0.841,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.890,  0.000,  2.000,  2.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  8.000,  0.943,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.890,  0.000,  2.000,  2.000,-999.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  9.000,  1.047,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 63.000, 66.000, 10.000,  0.000, 78.000,-28.880,  0.000,  2.000,  1.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
