"Data file recorded 2020/12/3  22:25:59"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
  0.000,  0.003,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.800,  0.000, -1.000,  1.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  1.000,  0.108,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.820,  0.000,  1.000,  0.000,-1001.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  2.000,  0.266,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.800,  0.000,  0.000,  0.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  3.000,  0.318,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.840,  0.000,  0.000,  1.000,-1002.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  4.000,  0.370,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.800,  0.000,  0.000,  1.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  5.000,  0.469,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.810,  0.000,  0.000,  1.000,-999.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  6.000,  0.572,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.770,  0.000,  0.000,  1.000,-1003.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  7.000,  0.675,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.830,  0.000, -1.000,  0.000,-1002.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  8.000,  0.777,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 10.000,  0.000,  9.000,-33.780,  0.000,  0.000,  1.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
  9.000,  0.881,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 77.000, 80.000, 10.000,  0.000,  9.000,-33.760,  0.000, -1.000,  1.000,-999.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
 10.000,  0.981,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 77.000, 80.000, 10.000,  0.000,  9.000,-33.770,  0.000,  0.000,  0.000,-1000.000,  1.000,  1.000,  1.000,  1.000,  1.000,  1.000,  0.000,  0.000,  0.000
